avgMonthlyIncome,incomeCV,expenseRatio,emiRatio,avgMonthlyBalance,bounceCount,accountAgeMonths,anomaly_score,anomalyFlag
81982.97,0.275,0.624,0.32,65987.97,1,43,0.18329356905393068,0
146880.98,0.252,0.66,0.272,89929.5,3,45,0.10240056318711321,0
83713.82,0.275,0.553,0.422,33200.55,1,23,0.16067708341579556,0
150921.34,0.256,0.694,0.308,72951.46,1,27,0.18330417756278355,0
82786.84,0.315,0.643,0.212,76338.22,2,22,0.13365280991017997,0
151255.17,0.278,0.685,0.425,141133.69,0,37,0.18207150528017096,0
79422.56,0.254,0.678,0.338,33795.53,1,37,0.17460283602380905,0
78529.21,0.319,0.615,0.467,48977.25,1,60,0.17211450241345178,0
91610.43,0.292,0.639,0.385,55825.99,1,46,0.18684797167949135,0
125839.27,0.265,0.711,0.409,56510.0,1,20,0.18603621344607596,0
138653.41,0.343,0.677,0.398,119284.14,0,28,0.18741061523604863,0
83886.4,0.342,0.697,0.282,37026.29,1,51,0.16727416751883378,0
111015.24,0.336,0.598,0.351,123776.25,0,19,0.1881150685200086,0
82491.27,0.277,0.608,0.268,95542.94,0,44,0.1797650064312994,0
90176.01,0.298,0.632,0.347,81715.73,0,53,0.19573920898038893,0
142793.39,0.286,0.684,0.393,112822.64,0,56,0.19332040624749136,0
107618.4,0.31,0.611,0.351,112484.04,2,60,0.15967841264731447,0
120365.57,0.342,0.634,0.368,149098.6,0,29,0.1854247294408532,0
77073.1,0.261,0.624,0.369,81795.09,0,21,0.1896017957155432,0
130270.22,0.315,0.654,0.387,91438.39,1,48,0.19142357539330834,0
93300.1,0.285,0.615,0.362,69068.45,2,26,0.1650318910011196,0
157057.49,0.308,0.675,0.38,40795.72,1,51,0.18182748193716253,0
80140.21,0.266,0.569,0.407,48679.62,2,33,0.14029228743237754,0
96996.77,0.276,0.658,0.326,30361.83,1,60,0.1762693777808793,0
106707.96,0.265,0.594,0.393,74741.19,1,30,0.1848786305437634,0
149023.19,0.286,0.577,0.393,108101.57,0,54,0.19265726316151838,0
133221.21,0.333,0.646,0.4,88834.16,1,20,0.1900066250218389,0
79281.24,0.28,0.623,0.286,89341.08,2,31,0.1429427619445231,0
143004.68,0.327,0.611,0.322,45792.85,0,55,0.18408210589925983,0
101121.39,0.287,0.642,0.411,23474.07,0,32,0.16863882703874228,0
142899.9,0.269,0.61,0.368,105357.18,0,30,0.19650888565609237,0
81659.99,0.261,0.616,0.391,51088.75,2,18,0.1566622990619086,0
148907.14,0.298,0.583,0.409,125526.28,0,33,0.18724784857491333,0
144096.96,0.331,0.528,0.41,158067.52,0,35,0.17220510176814136,0
102429.88,0.261,0.569,0.338,136078.77,0,59,0.18482281876687778,0
125504.93,0.329,0.709,0.292,51891.95,0,48,0.1808391472365578,0
126000.52,0.349,0.735,0.384,36594.09,0,20,0.17575219247529733,0
79649.58,0.273,0.586,0.378,32307.73,1,56,0.16984053207632266,0
152123.31,0.302,0.623,0.327,52959.83,2,18,0.15321585035437701,0
114909.84,0.309,0.69,0.371,32403.98,2,26,0.1621300033648041,0
76265.64,0.313,0.628,0.29,57424.2,0,43,0.17841716720987022,0
144229.46,0.337,0.565,0.463,112981.14,0,42,0.1752861801583972,0
156688.67,0.266,0.717,0.329,120086.42,0,57,0.1928261333114058,0
77242.53,0.285,0.739,0.329,80737.27,1,53,0.1794999042363855,0
135818.72,0.316,0.706,0.37,143102.03,4,30,0.08012857968932152,0
131073.87,0.346,0.567,0.391,130538.29,1,21,0.1795608209570595,0
81108.91,0.322,0.64,0.39,89502.43,2,29,0.16391122920158235,0
119618.92,0.252,0.656,0.364,151623.18,0,36,0.1839281224874993,0
94199.64,0.309,0.735,0.359,19195.68,1,23,0.16686123678087977,0
146580.78,0.279,0.682,0.383,54302.11,2,42,0.16242691650166607,0
82629.05,0.34,0.64,0.377,42616.95,0,50,0.18296502172671825,0
123866.49,0.304,0.605,0.364,124390.94,2,50,0.15808986679046338,0
82513.59,0.307,0.638,0.301,71273.44,0,51,0.18519893219589995,0
148737.24,0.276,0.588,0.341,101987.87,0,27,0.1953078855811014,0
143672.66,0.335,0.668,0.419,64279.15,0,43,0.1888419496251698,0
150982.14,0.295,0.741,0.404,59627.46,1,51,0.18432282482529477,0
79791.58,0.257,0.58,0.4,68262.65,1,43,0.17678094396249683,0
112142.9,0.289,0.654,0.345,119622.58,0,47,0.19289728439994464,0
95891.44,0.285,0.602,0.398,89552.33,0,32,0.18611434087190942,0
128523.48,0.316,0.636,0.28,27259.95,2,43,0.12947248900414143,0
76858.91,0.318,0.588,0.301,89133.36,0,18,0.17619087528915484,0
78084.15,0.269,0.634,0.366,47745.13,1,49,0.1828947516071709,0
105080.81,0.32,0.681,0.405,101599.07,2,43,0.17185783444988395,0
146753.12,0.278,0.653,0.451,44562.99,0,54,0.17689552571128359,0
146857.97,0.255,0.715,0.404,40379.11,0,54,0.1775050550977404,0
122933.12,0.257,0.688,0.423,135178.76,1,35,0.1786067852846161,0
146177.81,0.327,0.553,0.42,53198.55,2,19,0.14345334223455558,0
102520.38,0.349,0.629,0.428,43816.92,0,60,0.18095478321001346,0
145957.58,0.336,0.593,0.443,56481.94,1,58,0.17541031718467387,0
154052.74,0.334,0.739,0.377,93618.89,0,27,0.18831652018939077,0
94275.96,0.342,0.62,0.444,77638.1,1,59,0.1869081812469774,0
149163.36,0.263,0.649,0.349,190106.41,0,41,0.17213316143738888,0
142944.68,0.296,0.569,0.367,106726.87,1,54,0.1844436073656876,0
117910.58,0.346,0.639,0.449,27248.49,0,47,0.16780944859114144,0
87751.06,0.328,0.678,0.416,22157.5,1,37,0.17233831601877359,0
142251.86,0.305,0.69,0.362,73175.16,1,50,0.1918162956433268,0
83631.71,0.269,0.54,0.308,39518.62,0,32,0.17475396547925726,0
146660.23,0.254,0.661,0.387,74071.66,0,50,0.19236437200228712,0
104538.6,0.282,0.67,0.359,66427.04,1,40,0.19082900642767298,0
155266.53,0.271,0.713,0.351,110358.61,1,43,0.19045983022854757,0
149743.67,0.31,0.698,0.332,34580.57,1,31,0.17672464872455823,0
151286.64,0.34,0.562,0.371,103596.99,0,46,0.18982604298699074,0
100392.18,0.28,0.708,0.344,57580.26,0,29,0.19210407660201045,0
152104.36,0.331,0.674,0.292,63199.65,0,27,0.18424518497320358,0
81141.71,0.304,0.667,0.371,72863.17,0,34,0.1899726742419372,0
84076.05,0.274,0.708,0.41,45552.92,1,36,0.18215628213945417,0
112242.81,0.301,0.566,0.382,72677.1,0,25,0.19001731084261875,0
108001.97,0.28,0.599,0.307,88960.0,1,23,0.1803829364218847,0
152130.45,0.304,0.634,0.424,127429.67,0,47,0.1855174122945401,0
152296.44,0.323,0.724,0.401,134245.64,1,46,0.18516614220018462,0
78349.24,0.316,0.618,0.306,42152.72,0,54,0.17804538544709808,0
145303.07,0.321,0.665,0.451,66263.41,0,24,0.1855818254128762,0
155131.3,0.279,0.619,0.397,44982.23,0,59,0.18471061744380451,0
77831.74,0.253,0.717,0.405,67577.39,0,22,0.1797966104272808,0
99897.51,0.265,0.653,0.363,58187.04,1,21,0.1896338241356737,0
150384.33,0.309,0.615,0.443,47523.08,0,35,0.17872029460642447,0
147102.97,0.274,0.609,0.391,53129.59,2,52,0.15426671485838994,0
78491.24,0.341,0.667,0.436,44817.65,1,43,0.1801868646569219,0
76092.1,0.329,0.61,0.376,37859.05,0,48,0.1757456230008022,0
150318.55,0.276,0.657,0.337,41581.88,2,42,0.15008397226060838,0
151188.28,0.346,0.643,0.356,145388.32,0,22,0.19428848339213495,0
150708.92,0.286,0.548,0.305,82970.64,2,22,0.13533341014385297,0
117921.03,0.334,0.68,0.395,40616.16,1,26,0.18897517639617867,0
144308.27,0.35,0.623,0.308,147245.5,0,49,0.1860666240049652,0
148369.52,0.325,0.625,0.419,140423.72,1,55,0.18245126441404536,0
89250.74,0.311,0.694,0.411,113271.44,0,39,0.18152767742756704,0
101504.04,0.339,0.683,0.403,104422.84,1,39,0.19090623542035273,0
88584.23,0.29,0.585,0.371,37036.32,1,59,0.17574675903131742,0
137723.0,0.306,0.58,0.41,38645.01,1,23,0.17057786814199927,0
156396.99,0.339,0.728,0.401,63816.66,0,56,0.18403772709684124,0
100094.15,0.259,0.694,0.305,95260.37,0,58,0.18543177587969978,0
149942.04,0.326,0.679,0.385,44435.91,1,50,0.18794259882108777,0
154249.41,0.293,0.649,0.391,34372.95,1,24,0.17846951851238319,0
123507.59,0.304,0.696,0.322,112258.93,0,29,0.19034522624965305,0
146712.76,0.265,0.611,0.385,175582.91,0,60,0.17668892264568387,0
76128.69,0.317,0.619,0.362,35079.53,0,47,0.17916065017389315,0
155910.95,0.346,0.69,0.407,159578.6,0,45,0.1746248347687645,0
122685.82,0.28,0.67,0.419,78842.31,0,22,0.19028759167792225,0
150958.19,0.269,0.644,0.387,189070.25,2,18,0.1303169389052714,0
80800.75,0.269,0.685,0.419,31455.29,0,57,0.172466524984546,0
111554.32,0.276,0.617,0.375,51729.22,2,45,0.15953146117311046,0
151851.94,0.33,0.707,0.372,66112.3,3,44,0.12591279487263124,0
139534.84,0.287,0.663,0.518,99921.45,2,36,0.13971608288871407,0
76976.33,0.26,0.67,0.322,16157.94,2,55,0.12631838046113464,0
87534.98,0.319,0.589,0.366,29164.53,1,34,0.17415372681478575,0
110626.17,0.3,0.587,0.43,127381.9,0,42,0.17696625170593677,0
118182.02,0.324,0.572,0.306,129634.43,2,49,0.13377913716368167,0
83771.02,0.308,0.72,0.406,91624.98,1,39,0.1870054616808321,0
146939.14,0.344,0.613,0.359,163844.65,0,36,0.17979007962377191,0
128860.72,0.317,0.723,0.336,159315.8,2,45,0.14880274108643532,0
76040.07,0.271,0.635,0.294,82168.94,1,37,0.1696246627235275,0
121115.1,0.257,0.631,0.319,70840.28,0,58,0.1959446783698205,0
77616.07,0.29,0.573,0.343,59952.64,0,28,0.18497462401021952,0
148039.8,0.35,0.618,0.373,60650.81,0,23,0.1923808827279157,0
155087.57,0.253,0.693,0.353,77530.15,0,26,0.1945860992804096,0
157176.66,0.268,0.632,0.316,141300.95,1,44,0.18595265129295674,0
96220.37,0.291,0.658,0.375,47755.38,1,57,0.18775490971359682,0
79340.66,0.292,0.615,0.436,59161.44,1,28,0.18053375551738682,0
88149.92,0.273,0.64,0.395,23626.49,0,42,0.16986414974707714,0
111454.19,0.272,0.649,0.311,44968.23,3,27,0.10597278293410739,0
154438.44,0.295,0.635,0.403,157657.99,1,54,0.1776827453181799,0
157293.34,0.322,0.629,0.364,163650.05,0,56,0.18436512766955288,0
147847.47,0.28,0.548,0.336,117390.82,0,40,0.19178463101476922,0
119159.08,0.259,0.747,0.482,48367.56,0,19,0.17045646520809793,0
106630.28,0.336,0.663,0.436,74100.93,1,57,0.18823302847374668,0
135194.76,0.332,0.627,0.375,86393.27,1,53,0.19415571897562667,0
143184.61,0.25,0.619,0.319,125118.88,1,54,0.1890002244616228,0
104943.41,0.253,0.689,0.259,35147.76,2,44,0.1273669336238179,0
150212.63,0.346,0.648,0.389,122785.72,1,28,0.19229423468808404,0
109722.54,0.283,0.638,0.392,136386.6,0,33,0.18664024796335865,0
143594.23,0.271,0.71,0.34,117455.22,1,57,0.18879747236293076,0
143343.06,0.259,0.726,0.444,98480.3,2,58,0.15424959543942818,0
77729.01,0.262,0.659,0.385,46863.95,0,43,0.17970068123087407,0
96686.49,0.324,0.71,0.329,115768.24,0,30,0.18623180235828152,0
116588.95,0.339,0.643,0.301,50338.77,2,24,0.1498557096552015,0
147734.43,0.257,0.692,0.329,106474.36,0,24,0.19533770904522174,0
87572.32,0.345,0.678,0.394,41181.95,0,20,0.18200829862983864,0
127903.38,0.267,0.716,0.376,32807.27,1,45,0.17530047193881332,0
94568.05,0.302,0.567,0.369,77711.0,0,32,0.18697352022868358,0
144342.88,0.272,0.646,0.405,43003.63,0,51,0.1819255447494924,0
117622.82,0.251,0.686,0.329,128137.36,0,58,0.19135869071377704,0
101589.92,0.329,0.682,0.394,32971.44,0,55,0.17906307806480776,0
153186.79,0.315,0.629,0.357,121888.79,0,48,0.19772377382798773,0
81657.22,0.346,0.725,0.388,85620.33,1,19,0.18933991429088376,0
133857.01,0.32,0.62,0.47,63648.46,3,43,0.10921241254397357,0
140679.56,0.297,0.625,0.329,50175.59,1,48,0.18399910270830333,0
95164.83,0.331,0.721,0.344,62662.15,1,44,0.19126989574707481,0
83821.76,0.302,0.623,0.377,18847.39,1,46,0.1645505911427858,0
120525.17,0.265,0.667,0.499,79810.07,0,55,0.1751661967944092,0
95486.82,0.309,0.643,0.432,35953.2,2,38,0.15662934492190667,0
134013.45,0.281,0.641,0.307,123670.23,1,57,0.184270535773775,0
83857.74,0.34,0.696,0.313,100074.73,2,56,0.15901530043164253,0
151549.98,0.268,0.65,0.357,87774.58,0,55,0.20066704872342622,0
77772.83,0.26,0.596,0.249,47757.94,3,22,0.08776684572402205,0
145719.47,0.332,0.639,0.457,94503.83,1,51,0.18182733886324204,0
135698.09,0.297,0.651,0.396,150279.95,1,32,0.1857036041513055,0
122505.13,0.302,0.586,0.366,110666.12,0,47,0.1932756019669894,0
137725.88,0.282,0.728,0.366,159189.96,1,22,0.17618483310075406,0
131360.92,0.331,0.567,0.354,87057.24,0,25,0.19290705522995427,0
149898.24,0.348,0.601,0.42,188373.34,2,28,0.1303140846931386,0
121455.2,0.342,0.61,0.363,104553.76,2,20,0.16439458809565727,0
81493.16,0.337,0.638,0.371,87593.34,1,59,0.1881105543640263,0
76756.64,0.339,0.542,0.47,100036.72,0,28,0.15974532760258503,0
155600.27,0.342,0.643,0.391,106094.62,2,33,0.16666564549516794,0
110501.74,0.288,0.691,0.343,93422.47,1,49,0.19015511909544092,0
87085.16,0.28,0.56,0.378,36514.19,2,44,0.13709002085003585,0
83527.93,0.259,0.614,0.324,22510.5,1,47,0.1621613748186923,0
103944.1,0.326,0.782,0.267,113411.82,1,42,0.16090504069348555,0
102648.98,0.29,0.653,0.307,119979.97,2,49,0.15047558518838738,0
94660.88,0.348,0.683,0.458,72981.79,1,40,0.19172882251584655,0
120077.99,0.289,0.592,0.334,43959.28,1,56,0.1791721390915736,0
90875.2,0.27,0.537,0.374,36294.25,0,58,0.17024333935908637,0
78151.93,0.272,0.616,0.392,48372.63,2,54,0.15711883026582807,0
128620.77,0.309,0.658,0.434,100354.71,2,20,0.16050017831607144,0
143038.5,0.301,0.563,0.376,189816.28,1,33,0.15776313338219117,0
144366.72,0.347,0.724,0.439,48218.74,1,20,0.18285615073530698,0
109002.23,0.336,0.611,0.346,113395.88,0,52,0.18884766061398123,0
144597.97,0.292,0.655,0.331,150161.14,1,42,0.1862884508695261,0
79758.73,0.255,0.69,0.489,70530.79,0,36,0.17369227677152793,0
135307.18,0.311,0.603,0.337,90281.8,0,58,0.1939447373500166,0
83032.36,0.277,0.703,0.274,21779.39,3,25,0.08695182828813375,0
148156.04,0.316,0.664,0.417,149915.62,1,45,0.18112599726271805,0
88460.27,0.305,0.695,0.44,67365.66,0,39,0.18079090659640612,0
78811.57,0.309,0.667,0.306,33460.27,3,33,0.10381931940432299,0
148165.64,0.334,0.609,0.424,179652.58,1,21,0.15931964631709372,0
83584.46,0.287,0.675,0.39,98459.22,0,18,0.18447070459198373,0
122340.55,0.328,0.682,0.423,91204.93,1,43,0.19181718465921305,0
145994.44,0.275,0.554,0.442,154428.68,2,46,0.12940977212068683,0
140654.33,0.332,0.697,0.436,77967.56,1,52,0.1868045838213822,0
152812.12,0.258,0.621,0.381,126462.76,0,31,0.1980137552850037,0
81244.89,0.318,0.665,0.53,86695.78,0,41,0.15416307519774758,0
95142.79,0.279,0.728,0.438,65818.73,1,29,0.18317208119434802,0
110800.39,0.317,0.634,0.311,105250.34,1,22,0.18277055404503606,0
134376.23,0.328,0.625,0.381,49466.0,1,23,0.186855101413004,0
93291.83,0.29,0.723,0.385,22852.28,2,52,0.14948650882787562,0
76350.55,0.32,0.669,0.342,26150.62,0,27,0.1690656538095368,0
100140.49,0.288,0.526,0.33,71751.82,1,40,0.17511805326200347,0
142779.45,0.267,0.641,0.365,117167.27,1,24,0.19219622832359856,0
82470.35,0.339,0.623,0.285,38039.92,2,42,0.1391752431612126,0
100354.11,0.315,0.747,0.28,82827.83,0,34,0.1820017761500055,0
80872.4,0.295,0.611,0.339,97768.9,1,46,0.1814018964780167,0
83106.59,0.26,0.658,0.414,40361.15,0,48,0.17684444710625014,0
95375.24,0.305,0.608,0.457,78473.52,0,48,0.17977478369295624,0
102301.2,0.252,0.679,0.357,91998.5,1,49,0.1885180730310258,0
145295.53,0.263,0.693,0.296,93761.27,1,27,0.1821601468968792,0
149349.43,0.307,0.655,0.268,143381.9,0,60,0.1856163240891121,0
78151.13,0.31,0.728,0.31,41122.79,0,38,0.1771660976538258,0
153857.22,0.35,0.711,0.405,155440.58,0,44,0.17574508718036175,0
98871.29,0.316,0.607,0.351,45103.93,0,22,0.18897296763239263,0
81618.94,0.279,0.609,0.344,38222.08,0,52,0.18066482526751976,0
76569.64,0.278,0.701,0.323,56332.94,0,31,0.1822033709314188,0
134649.2,0.295,0.612,0.398,53471.31,2,54,0.15698713146779958,0
80101.16,0.307,0.636,0.333,23538.7,0,23,0.17042642537956537,0
109070.84,0.312,0.605,0.31,94534.84,1,22,0.18164048916825815,0
87755.92,0.314,0.622,0.388,94960.72,0,35,0.18901643238885324,0
142974.68,0.317,0.649,0.337,82782.51,1,39,0.19229248234479096,0
142052.17,0.301,0.669,0.44,48980.31,0,32,0.17855170549980348,0
82687.8,0.325,0.591,0.404,44652.3,0,30,0.18179597650178997,0
143405.16,0.273,0.592,0.395,117352.31,1,47,0.18671648486512504,0
77920.59,0.311,0.647,0.393,15783.9,1,29,0.16024037186362317,0
150532.15,0.275,0.596,0.219,119626.14,1,57,0.17434074349679113,0
80248.81,0.262,0.734,0.353,21760.26,0,58,0.16690382213778016,0
114882.75,0.296,0.623,0.343,68066.66,1,36,0.1922508835520937,0
157107.59,0.339,0.664,0.38,157516.82,1,25,0.18282614949284526,0
139705.65,0.283,0.677,0.372,28951.55,2,23,0.15279843135836307,0
149253.81,0.33,0.688,0.389,148735.02,0,19,0.18845354139942633,0
121026.27,0.339,0.673,0.377,129290.74,0,60,0.18695770970914305,0
135868.38,0.263,0.641,0.318,119601.5,2,30,0.1515939251366334,0
95040.22,0.288,0.638,0.421,112362.61,1,44,0.1804891461584182,0
76650.49,0.264,0.676,0.382,64642.91,1,45,0.18174409101745587,0
93015.11,0.299,0.57,0.296,54941.94,1,52,0.16877971380817514,0
123231.17,0.272,0.634,0.408,52621.39,0,37,0.1863409741666316,0
157012.36,0.288,0.687,0.362,145954.64,0,55,0.19483836239513708,0
78503.24,0.257,0.667,0.316,78737.16,0,20,0.1843970484265799,0
144022.0,0.296,0.709,0.409,160880.51,2,25,0.15396500252008372,0
95722.3,0.335,0.697,0.423,96618.78,2,46,0.17378057480346137,0
151095.96,0.292,0.599,0.354,157887.43,0,26,0.18926522030844867,0
117143.9,0.343,0.61,0.372,131337.35,0,28,0.18762271728959273,0
82976.95,0.262,0.616,0.402,40750.46,1,46,0.17966853509474234,0
138921.44,0.309,0.672,0.351,152071.46,2,38,0.15558662135309892,0
79847.74,0.256,0.656,0.316,54802.58,1,52,0.17855931717963286,0
148721.04,0.317,0.64,0.366,174342.32,0,44,0.17805375552377556,0
106586.96,0.316,0.515,0.417,73364.26,0,38,0.18666475232955876,0
156226.28,0.28,0.642,0.425,129604.2,3,56,0.10762488017120808,0
150824.33,0.271,0.577,0.346,144163.05,3,34,0.10456336775489145,0
81647.08,0.322,0.755,0.376,90360.99,1,24,0.18658369436379557,0
94257.99,0.283,0.678,0.35,108898.69,0,57,0.19097038480605594,0
99105.74,0.272,0.656,0.388,87274.24,0,30,0.19010651920639954,0
149704.24,0.277,0.725,0.429,174088.31,5,45,0.028095312618805046,0
148662.46,0.272,0.722,0.409,174681.14,0,58,0.16352343977267814,0
154970.39,0.258,0.63,0.387,89298.26,1,41,0.19025132037077025,0
76754.53,0.279,0.572,0.42,19749.45,1,54,0.14799432558587572,0
119595.61,0.313,0.647,0.375,101349.99,1,37,0.19076384391345874,0
118270.88,0.348,0.65,0.395,82170.51,0,49,0.1926087903834927,0
94223.46,0.263,0.688,0.453,21820.16,0,53,0.15965379572060534,0
112666.4,0.277,0.611,0.409,53679.83,0,34,0.1857685984113958,0
121324.97,0.291,0.652,0.241,124648.49,1,45,0.17224455129704497,0
106098.79,0.279,0.641,0.261,93295.92,0,25,0.18382578585569687,0
81342.01,0.308,0.65,0.359,78475.13,0,44,0.19163124159028483,0
150167.21,0.292,0.651,0.374,68371.07,2,39,0.16530807841098877,0
138980.01,0.281,0.645,0.307,38814.33,0,36,0.1834133801010891,0
156673.72,0.251,0.575,0.365,73157.88,0,60,0.19290477826419372,0
79714.43,0.289,0.703,0.341,87046.76,1,41,0.18469551848811483,0
115055.53,0.31,0.611,0.44,88061.45,0,45,0.18414914547420747,0
146473.88,0.261,0.672,0.331,115189.03,1,34,0.19019762156572972,0
81157.22,0.278,0.64,0.372,77021.32,2,49,0.16262836349688303,0
148434.45,0.301,0.744,0.326,31261.57,1,53,0.17047398750256065,0
146735.37,0.338,0.631,0.297,73708.85,0,60,0.18675166857161374,0
112375.71,0.286,0.697,0.367,96699.34,2,40,0.16873545158707043,0
102688.49,0.276,0.727,0.48,59099.6,0,52,0.17457135719332245,0
155730.11,0.283,0.634,0.43,83994.81,0,49,0.18783729043679637,0
114503.97,0.304,0.613,0.394,41886.54,1,44,0.18519156589596775,0
150631.79,0.343,0.592,0.3,157994.95,3,59,0.0988726553184493,0
107118.25,0.336,0.735,0.367,40823.16,1,39,0.18300024218945277,0
135611.8,0.299,0.774,0.323,100249.43,0,51,0.18617442104087556,0
99163.84,0.336,0.641,0.298,60800.84,2,26,0.15132043314610055,0
143273.25,0.279,0.684,0.32,145359.55,0,34,0.19209755858393934,0
153069.95,0.331,0.649,0.42,113402.17,0,36,0.18863015586331688,0
97120.22,0.27,0.633,0.443,61341.75,0,52,0.18330580074675534,0
152619.89,0.325,0.622,0.419,152780.6,1,24,0.1787137953047222,0
115315.56,0.261,0.551,0.448,126872.55,0,35,0.17274041210700675,0
150517.62,0.286,0.631,0.357,50501.89,0,30,0.19390000121226203,0
143131.31,0.276,0.597,0.44,84648.68,0,31,0.18394802297727597,0
150105.55,0.292,0.668,0.411,120168.73,0,21,0.18987746709958564,0
81722.78,0.291,0.723,0.397,25894.31,0,59,0.16664816961624923,0
81535.27,0.265,0.589,0.44,19172.59,1,25,0.14815767360025894,0
127503.59,0.314,0.72,0.293,113711.6,2,37,0.15213129615806842,0
145358.83,0.268,0.635,0.398,127551.9,1,59,0.1860243916417888,0
143146.53,0.264,0.691,0.36,32074.99,2,58,0.14757901997771328,0
104591.22,0.305,0.573,0.382,54181.83,2,54,0.1478380302525305,0
154163.87,0.261,0.636,0.39,70286.22,0,32,0.1906193283746438,0
80508.49,0.251,0.622,0.383,81650.24,1,34,0.18255892959396885,0
91831.52,0.265,0.576,0.349,80602.41,0,52,0.19365894362601443,0
87867.68,0.305,0.631,0.321,71660.36,1,41,0.1864975121494042,0
154370.54,0.339,0.562,0.406,119762.85,2,20,0.14618742704526816,0
80256.01,0.291,0.603,0.405,61327.94,0,35,0.183021656959786,0
157298.54,0.332,0.553,0.503,178829.2,1,57,0.13505986278017418,0
155198.26,0.33,0.703,0.398,152855.87,1,47,0.18551706969481047,0
111695.5,0.335,0.658,0.43,109173.9,1,49,0.1829974183427191,0
117546.16,0.342,0.678,0.363,76225.05,0,41,0.1953263289319931,0
108180.24,0.304,0.634,0.364,101771.65,0,33,0.19516764879269033,0
155006.86,0.272,0.609,0.372,147479.54,3,26,0.11437136239549978,0
153156.29,0.303,0.569,0.374,39321.64,1,20,0.1732876436785804,0
113923.98,0.27,0.64,0.492,38095.23,0,35,0.1648741367730842,0
80292.7,0.265,0.572,0.349,41699.51,1,60,0.17410790579043323,0
90660.72,0.323,0.725,0.26,86096.26,1,30,0.16880232600998535,0
102881.06,0.257,0.644,0.351,88130.44,0,39,0.19687341104990325,0
126878.15,0.308,0.654,0.327,49252.37,1,55,0.18633035262906267,0
116004.34,0.321,0.629,0.453,88739.58,1,47,0.18271819119231592,0
97879.1,0.288,0.694,0.366,83236.52,1,57,0.19029178709832822,0
144920.49,0.266,0.584,0.433,168688.95,0,57,0.16674095037763714,0
144920.3,0.339,0.689,0.421,151692.6,1,59,0.1804518152447359,0
146411.79,0.341,0.625,0.384,58310.83,1,21,0.18863030920741525,0
108451.56,0.294,0.705,0.356,44614.29,1,51,0.18853154491994933,0
151755.47,0.33,0.615,0.334,113423.56,0,58,0.19573348137412427,0
81278.83,0.341,0.665,0.373,75652.92,0,24,0.1858348252301637,0
76998.13,0.271,0.746,0.34,89401.08,0,58,0.18369776645637875,0
109008.05,0.279,0.657,0.369,26158.55,0,37,0.17495057295167615,0
92282.77,0.343,0.601,0.426,73442.25,3,60,0.12325703726641629,0
153889.75,0.343,0.731,0.305,74261.46,0,37,0.18018441342208408,0
80258.07,0.269,0.659,0.367,18744.18,0,18,0.1645049996742599,0
79388.61,0.339,0.6,0.337,59299.88,0,21,0.18436445738310858,0
149000.03,0.347,0.679,0.336,143499.16,0,19,0.19128856671169253,0
86377.98,0.312,0.71,0.395,69147.74,2,19,0.17250697787422442,0
149347.36,0.272,0.608,0.414,145590.68,1,57,0.18391449558192358,0
151877.81,0.324,0.647,0.356,112049.17,1,26,0.19277955377420047,0
112884.89,0.306,0.673,0.354,121836.98,1,21,0.18700443653540816,0
144690.5,0.349,0.648,0.43,43703.31,0,56,0.17879677293338497,0
122182.62,0.292,0.64,0.425,33609.32,1,25,0.17617293548146862,0
95154.08,0.316,0.645,0.369,29842.52,0,27,0.1804381045831257,0
76992.93,0.28,0.607,0.306,77720.97,2,40,0.1420385370913957,0
86891.41,0.338,0.633,0.376,78912.26,1,38,0.18999955167865823,0
145436.58,0.314,0.595,0.365,43821.85,0,56,0.1868076918317092,0
122765.47,0.307,0.59,0.236,124633.91,0,24,0.18593915557981777,0
120069.72,0.316,0.69,0.33,84303.93,2,57,0.16871623546313147,0
91639.66,0.346,0.593,0.412,91194.53,1,54,0.1865245565835455,0
142254.83,0.34,0.696,0.287,79416.5,1,22,0.17961363969985067,0
108168.47,0.274,0.657,0.363,111138.97,2,36,0.16136781820436524,0
111951.03,0.331,0.586,0.397,129374.49,1,20,0.18226315410718563,0
144926.79,0.32,0.65,0.337,33039.45,1,59,0.17688929297005462,0
116802.62,0.347,0.638,0.311,72046.41,1,43,0.18553120365114562,0
124149.74,0.314,0.829,0.407,51310.43,1,40,0.1719332182269755,0
98096.43,0.342,0.616,0.36,80705.51,2,44,0.17104505701059847,0
110924.31,0.266,0.593,0.412,135054.22,1,37,0.17626821013308042,0
145462.89,0.326,0.745,0.249,121171.98,1,48,0.1671356356035958,0
127173.16,0.342,0.639,0.392,50341.38,0,23,0.1857267395289403,0
77868.34,0.339,0.685,0.327,49055.31,0,36,0.18037066022308268,0
137062.56,0.276,0.647,0.28,58590.84,0,41,0.1887641612503,0
131718.87,0.283,0.638,0.34,28386.65,1,18,0.1742956421635713,0
78159.15,0.277,0.631,0.421,63226.91,0,47,0.18386144076701355,0
83781.21,0.274,0.75,0.374,73493.0,1,24,0.1853116829305983,0
76817.96,0.29,0.64,0.28,60776.78,1,24,0.17191903737389225,0
123940.45,0.267,0.729,0.37,42051.6,0,19,0.18264575484713125,0
143214.5,0.298,0.708,0.338,145319.78,0,25,0.19039723212151427,0
154141.71,0.264,0.75,0.353,189268.17,0,52,0.16547792981019488,0
113522.4,0.321,0.624,0.362,57376.74,0,41,0.1942240014027416,0
