avgMonthlyIncome,incomeCV,expenseRatio,emiRatio,avgMonthlyBalance,bounceCount,accountAgeMonths
92440.48,0.261,0.621,0.405,78565.44,0,35
80011.98,0.312,0.636,0.406,91994.55,0,48
130478.43,0.269,0.701,0.446,66139.44,0,30
116880.31,0.256,0.687,0.347,120993.01,0,44
148447.33,0.262,0.674,0.333,85382.68,0,60
105060.68,0.347,0.62,0.309,114046.6,2,58
143328.24,0.275,0.688,0.372,108455.94,1,26
118885.52,0.279,0.694,0.335,124175.25,2,45
79524.98,0.301,0.644,0.368,74392.32,0,31
120310.74,0.286,0.479,0.362,74657.0,1,44
147984.42,0.314,0.73,0.326,136788.34,0,48
152358.02,0.299,0.653,0.294,187774.12,1,26
117719.13,0.316,0.609,0.341,68859.85,1,56
118975.96,0.321,0.598,0.365,93072.08,0,33
103850.04,0.327,0.677,0.364,128113.02,2,60
141589.89,0.312,0.604,0.435,112762.34,0,60
128297.65,0.288,0.72,0.391,101458.59,0,41
154863.26,0.348,0.697,0.385,47699.6,0,28
101809.32,0.292,0.562,0.322,63760.14,1,23
80697.07,0.302,0.708,0.319,77223.88,0,30
117571.76,0.34,0.673,0.368,86362.18,3,18
79309.45,0.345,0.681,0.379,54919.09,2,42
133277.89,0.259,0.717,0.427,146567.11,0,33
148395.86,0.27,0.654,0.381,78056.88,0,59
119888.71,0.343,0.72,0.368,27230.54,0,34
142730.51,0.268,0.72,0.376,125168.72,1,55
121343.86,0.308,0.646,0.334,65370.04,0,47
100204.73,0.253,0.74,0.418,102204.19,1,47
141960.1,0.288,0.692,0.404,128247.36,0,58
149912.32,0.255,0.606,0.38,68393.97,0,49
80404.79,0.288,0.702,0.392,16470.83,0,34
111750.12,0.305,0.634,0.412,70341.69,2,32
151783.59,0.322,0.701,0.425,88899.86,3,19
140808.81,0.304,0.687,0.353,126897.19,0,41
81556.57,0.284,0.558,0.513,66156.92,0,54
145171.14,0.313,0.658,0.466,80504.51,0,38
90344.88,0.304,0.685,0.356,40446.17,3,38
147654.24,0.347,0.678,0.385,161522.87,0,46
118685.8,0.285,0.627,0.348,96881.33,1,45
145531.08,0.346,0.623,0.396,87204.55,0,26
100039.78,0.323,0.785,0.473,109746.34,0,57
101132.18,0.304,0.59,0.352,40091.59,1,58
103078.44,0.255,0.612,0.428,56610.65,1,43
135775.57,0.335,0.595,0.355,31038.55,1,29
82969.37,0.275,0.635,0.45,101034.87,0,25
76043.78,0.28,0.59,0.42,81004.73,0,44
111233.1,0.28,0.656,0.363,114327.49,0,47
147202.63,0.263,0.712,0.344,128872.15,0,48
91759.14,0.31,0.655,0.362,59710.87,0,18
106297.64,0.315,0.632,0.348,77521.71,0,59
83271.46,0.329,0.59,0.373,30071.2,1,59
85423.76,0.286,0.655,0.388,93889.97,1,55
148339.89,0.271,0.678,0.387,127371.93,0,46
79534.14,0.328,0.745,0.343,42404.98,0,39
99964.06,0.338,0.645,0.339,74441.67,0,56
79427.01,0.314,0.681,0.4,100793.94,1,59
110674.71,0.283,0.687,0.4,76890.43,3,37
94190.66,0.323,0.675,0.413,39115.07,0,37
147460.41,0.318,0.675,0.378,171307.92,0,55
105841.62,0.317,0.697,0.374,28766.03,1,39
79638.55,0.307,0.621,0.391,17832.54,1,35
100847.86,0.286,0.564,0.455,34781.55,1,26
121751.35,0.308,0.689,0.421,31567.36,2,29
100658.52,0.252,0.647,0.353,46508.11,0,24
82469.07,0.345,0.646,0.318,57424.96,0,34
83025.24,0.25,0.653,0.354,85156.75,1,32
144994.3,0.283,0.631,0.349,77328.89,0,30
79859.51,0.29,0.691,0.511,57096.13,0,43
154810.96,0.307,0.612,0.382,81184.48,1,36
135680.63,0.262,0.662,0.339,38255.03,1,60
76551.51,0.324,0.71,0.376,93614.79,1,48
120640.84,0.263,0.621,0.409,130357.77,0,32
85665.99,0.336,0.601,0.372,84910.99,0,53
144065.86,0.344,0.647,0.398,31233.38,0,59
156115.61,0.33,0.657,0.284,38423.08,1,35
122612.51,0.299,0.638,0.429,118157.02,1,41
146690.49,0.309,0.677,0.355,105502.7,0,20
80422.9,0.303,0.677,0.262,90174.46,0,24
152106.2,0.312,0.638,0.405,106124.94,2,56
81711.23,0.302,0.587,0.403,38362.55,0,26
139326.83,0.263,0.768,0.34,171809.55,0,21
152903.27,0.342,0.696,0.377,76823.43,2,24
83006.91,0.31,0.681,0.403,76871.46,1,30
147083.37,0.349,0.569,0.39,51943.34,1,47
145559.58,0.259,0.566,0.332,157648.21,0,56
148898.74,0.301,0.653,0.412,131030.89,2,48
147288.51,0.259,0.598,0.387,54611.04,0,52
110837.12,0.251,0.618,0.328,57101.35,1,27
101750.09,0.333,0.613,0.443,106300.93,1,26
153083.54,0.325,0.715,0.326,125173.99,3,30
149229.58,0.266,0.721,0.286,104332.45,0,47
134708.5,0.313,0.578,0.377,67588.35,1,31
76315.15,0.292,0.627,0.4,76867.74,0,31
133742.92,0.256,0.656,0.322,43307.49,0,22
111886.6,0.337,0.649,0.369,60712.67,1,43
96302.02,0.286,0.593,0.384,31320.93,0,33
149963.76,0.344,0.694,0.352,49823.13,0,47
154027.92,0.286,0.616,0.403,164919.44,0,20
148810.13,0.307,0.659,0.377,127384.65,1,41
119817.83,0.321,0.623,0.46,34268.18,0,33
104812.68,0.316,0.625,0.457,29446.64,1,49
82390.09,0.276,0.667,0.341,53056.06,3,20
89087.54,0.25,0.665,0.352,67286.18,0,38
100447.83,0.31,0.597,0.331,100029.99,0,40
117081.27,0.325,0.496,0.405,92786.02,1,50
150419.12,0.273,0.649,0.367,45208.05,2,51
79166.15,0.252,0.628,0.417,76100.3,1,28
84937.3,0.322,0.659,0.381,104928.71,1,29
82704.36,0.337,0.625,0.408,44037.07,0,51
108713.42,0.279,0.584,0.362,113018.96,3,25
81880.54,0.256,0.676,0.329,75200.34,1,33
80596.48,0.297,0.631,0.383,63502.52,1,50
93426.69,0.258,0.561,0.289,29464.12,1,30
83235.91,0.323,0.639,0.48,29037.49,0,23
112793.06,0.31,0.615,0.288,103644.66,0,41
147680.65,0.254,0.682,0.391,161958.97,1,33
96735.08,0.273,0.708,0.358,63203.83,1,39
100414.63,0.311,0.649,0.394,49904.1,2,53
76434.21,0.287,0.613,0.369,44310.52,0,21
155155.59,0.329,0.701,0.405,42093.76,1,31
100460.71,0.309,0.716,0.425,113922.22,1,48
142550.45,0.27,0.747,0.411,105128.17,2,41
92931.35,0.271,0.61,0.326,69600.32,0,51
154006.38,0.31,0.695,0.398,136590.98,1,43
117965.86,0.272,0.686,0.366,33126.99,2,28
99175.52,0.269,0.666,0.404,99748.83,1,60
81608.23,0.348,0.62,0.372,90770.12,0,47
79065.17,0.314,0.674,0.386,55171.67,1,25
78499.25,0.318,0.666,0.4,41277.69,0,44
89475.16,0.306,0.696,0.432,21576.71,1,36
82772.63,0.26,0.723,0.336,77042.42,1,18
144757.8,0.302,0.656,0.389,53004.12,1,46
156929.95,0.32,0.628,0.318,179726.33,0,33
77037.25,0.299,0.613,0.427,55257.84,0,23
144732.32,0.334,0.628,0.342,146721.27,0,22
80143.66,0.291,0.685,0.397,19337.35,3,57
102798.44,0.26,0.595,0.402,116211.39,1,21
144394.51,0.303,0.603,0.397,93958.88,1,48
143854.39,0.306,0.602,0.452,147556.48,0,23
157046.11,0.291,0.685,0.428,43059.22,0,53
147095.94,0.321,0.648,0.351,119443.24,0,43
129764.3,0.319,0.58,0.35,90632.05,1,59
148583.66,0.256,0.665,0.365,95956.96,0,30
125376.9,0.259,0.721,0.326,34959.47,0,34
134621.94,0.273,0.637,0.288,27624.08,3,41
103914.91,0.267,0.5,0.38,81270.07,0,38
83318.69,0.259,0.658,0.293,95384.05,1,33
124363.92,0.301,0.729,0.333,81664.55,0,33
93761.83,0.343,0.732,0.351,72470.46,0,30
76443.75,0.314,0.668,0.303,45540.35,1,52
92016.01,0.321,0.67,0.307,40431.86,1,25
92824.72,0.338,0.673,0.349,84982.2,2,21
90426.58,0.264,0.572,0.349,49256.75,0,21
143822.35,0.284,0.576,0.351,55573.89,1,26
134936.68,0.337,0.659,0.378,83770.45,2,44
77330.9,0.287,0.723,0.353,101967.55,0,26
123772.71,0.344,0.727,0.365,141113.64,0,30
80372.02,0.339,0.678,0.375,52743.43,1,36
79589.8,0.342,0.621,0.331,43692.35,2,54
98152.96,0.305,0.626,0.377,45157.49,0,31
104577.88,0.294,0.575,0.318,22108.73,1,46
128535.82,0.315,0.656,0.364,147827.73,1,24
151834.69,0.293,0.62,0.438,128604.5,0,28
124472.48,0.336,0.675,0.458,121234.53,1,35
82158.36,0.327,0.582,0.272,72244.22,1,58
149944.27,0.32,0.652,0.328,67782.24,2,38
86747.93,0.255,0.715,0.357,99856.4,1,54
90445.01,0.343,0.609,0.442,47173.25,1,35
125303.98,0.264,0.593,0.32,142455.48,1,37
101762.1,0.303,0.705,0.352,36680.55,0,59
88994.31,0.285,0.676,0.482,60526.7,0,39
126502.94,0.294,0.7,0.358,46288.96,1,22
152008.55,0.276,0.699,0.273,134966.29,1,27
114433.89,0.3,0.571,0.46,110187.01,2,59
103557.23,0.278,0.552,0.455,77734.84,0,59
138681.96,0.31,0.703,0.367,94930.67,2,58
138883.0,0.326,0.649,0.395,122264.55,1,37
138057.34,0.321,0.673,0.386,138457.77,2,44
110359.09,0.252,0.596,0.426,111492.61,0,47
101366.51,0.306,0.684,0.437,82657.03,0,32
79944.82,0.252,0.681,0.329,30968.56,1,40
153882.14,0.286,0.632,0.409,156966.51,0,43
97826.29,0.315,0.676,0.26,88155.72,2,50
141130.04,0.292,0.653,0.378,172260.55,0,35
146518.95,0.34,0.642,0.445,117544.15,1,21
89052.07,0.265,0.653,0.379,65213.96,0,32
152290.6,0.35,0.668,0.399,81263.4,1,30
152186.96,0.286,0.732,0.402,81641.59,1,36
97269.18,0.336,0.682,0.41,35305.64,0,58
81294.72,0.28,0.752,0.488,24584.09,0,47
131156.67,0.259,0.705,0.402,107203.56,1,40
147252.76,0.335,0.635,0.346,146304.34,1,40
149757.54,0.272,0.658,0.392,73865.02,0,58
98600.1,0.336,0.643,0.374,72984.06,0,53
87913.12,0.279,0.652,0.431,36091.92,0,60
89356.29,0.253,0.606,0.327,111878.71,0,53
114624.22,0.258,0.628,0.316,98757.87,0,33
102400.01,0.272,0.659,0.306,32479.71,1,49
156264.28,0.347,0.542,0.382,44972.72,2,41
139496.95,0.313,0.658,0.422,51971.17,1,56
77768.88,0.313,0.602,0.384,18517.28,1,30
142675.07,0.349,0.655,0.327,38072.16,0,51
121621.3,0.287,0.713,0.317,62003.69,2,55
76294.31,0.301,0.622,0.354,96518.68,2,23
140242.53,0.255,0.626,0.404,122801.99,0,21
153221.64,0.25,0.564,0.418,77900.33,0,42
76120.86,0.33,0.698,0.398,41817.03,0,28
82438.98,0.328,0.599,0.481,34832.49,0,42
151712.93,0.269,0.67,0.393,146711.25,2,48
100922.85,0.296,0.662,0.369,101998.09,0,45
149097.0,0.321,0.635,0.306,155757.1,1,43
147209.54,0.341,0.694,0.335,121491.16,1,51
122685.19,0.303,0.636,0.281,41282.69,1,55
153910.86,0.349,0.762,0.329,165858.15,1,36
105659.51,0.281,0.613,0.356,49773.18,0,52
121763.85,0.334,0.615,0.378,60209.22,1,57
110217.25,0.303,0.609,0.3,60983.43,1,58
143896.62,0.258,0.622,0.418,56297.65,1,59
143839.12,0.287,0.617,0.405,166341.12,1,53
147227.28,0.332,0.645,0.354,94664.35,2,20
76032.05,0.339,0.683,0.419,41661.33,1,28
130882.27,0.264,0.665,0.399,30988.75,0,58
81294.89,0.3,0.68,0.392,68440.8,1,37
102196.86,0.324,0.609,0.419,42087.95,1,52
132723.32,0.259,0.591,0.443,76517.44,0,27
148503.88,0.308,0.632,0.342,84323.22,1,19
128192.95,0.284,0.679,0.429,122821.81,0,27
131419.13,0.344,0.66,0.465,76839.66,0,23
82662.32,0.331,0.624,0.339,93357.23,0,57
96843.81,0.264,0.784,0.341,60906.36,1,37
77451.8,0.259,0.633,0.364,26483.41,1,25
79244.18,0.32,0.578,0.476,18044.11,0,44
91487.1,0.299,0.615,0.385,55606.94,0,49
90360.57,0.336,0.606,0.433,54254.96,0,20
80127.7,0.306,0.701,0.396,48763.5,2,58
115975.63,0.269,0.66,0.364,64382.92,1,44
150910.2,0.278,0.681,0.397,51947.4,1,28
152770.2,0.278,0.585,0.384,160799.54,0,43
104924.11,0.289,0.519,0.405,80199.46,1,55
107908.62,0.335,0.662,0.359,111507.51,0,55
146335.49,0.312,0.725,0.399,107345.29,0,24
78793.95,0.343,0.633,0.383,51382.15,1,22
110119.4,0.325,0.612,0.43,80885.07,0,25
112817.55,0.275,0.629,0.436,115418.58,0,28
103925.65,0.32,0.68,0.361,114678.34,2,39
154764.5,0.292,0.649,0.3,111420.03,1,30
76410.69,0.324,0.656,0.458,58191.83,0,43
128164.68,0.277,0.681,0.35,133759.05,0,39
137550.34,0.274,0.647,0.429,84404.35,3,46
155189.92,0.289,0.653,0.375,66095.09,1,22
143466.19,0.287,0.653,0.469,133024.64,0,57
76713.8,0.318,0.682,0.335,41311.67,4,22
109941.63,0.261,0.696,0.318,139818.23,1,54
153903.85,0.316,0.588,0.314,169488.07,0,37
99499.67,0.254,0.572,0.469,52200.74,1,37
146416.4,0.308,0.715,0.404,132850.17,0,45
152217.34,0.256,0.571,0.423,39576.26,0,39
151797.78,0.327,0.671,0.382,45240.34,4,40
145941.37,0.336,0.68,0.342,114614.62,1,23
88667.45,0.348,0.668,0.368,52631.64,2,43
91194.85,0.302,0.7,0.316,58861.41,1,29
88935.46,0.315,0.583,0.371,37106.47,0,60
135510.89,0.284,0.586,0.449,122831.29,1,52
79057.79,0.289,0.716,0.286,22633.31,1,27
121091.87,0.268,0.68,0.268,65736.96,2,29
79558.74,0.298,0.613,0.318,47924.68,0,47
86117.21,0.286,0.61,0.302,45089.48,1,47
90276.14,0.255,0.604,0.399,46666.47,0,46
157117.82,0.323,0.589,0.323,131734.88,0,24
141974.32,0.264,0.733,0.419,29003.0,1,42
144580.19,0.272,0.671,0.319,184585.36,0,30
144907.85,0.289,0.699,0.387,176979.55,2,34
77581.28,0.348,0.688,0.327,25783.3,4,57
155935.24,0.282,0.566,0.419,134790.75,0,55
105402.83,0.264,0.665,0.326,88942.57,1,23
101639.97,0.314,0.709,0.511,74223.04,1,32
130443.52,0.347,0.657,0.304,79241.16,1,20
151166.39,0.258,0.617,0.384,136357.76,0,36
83104.24,0.325,0.485,0.343,92838.18,0,45
133388.66,0.286,0.635,0.423,64955.3,2,60
82718.43,0.267,0.682,0.414,51885.28,0,44
109301.84,0.324,0.6,0.442,120661.02,0,37
143930.08,0.259,0.737,0.404,105147.69,2,32
104643.24,0.345,0.641,0.353,109544.88,1,31
98016.91,0.266,0.56,0.437,45419.34,0,34
135282.31,0.343,0.644,0.334,81600.97,0,57
153651.38,0.257,0.693,0.375,54642.11,0,37
81965.15,0.341,0.643,0.397,52797.25,0,44
127360.77,0.316,0.671,0.49,125090.94,0,59
85527.19,0.299,0.656,0.38,58646.02,2,55
125977.31,0.328,0.621,0.414,150234.48,0,24
82769.5,0.335,0.701,0.365,45320.33,1,35
151807.3,0.253,0.615,0.465,119238.85,1,18
83570.18,0.26,0.595,0.333,44701.98,0,28
80970.1,0.316,0.649,0.366,27278.34,0,52
155480.98,0.28,0.674,0.39,34310.98,1,50
152549.73,0.282,0.625,0.305,60137.59,0,40
107817.28,0.284,0.638,0.367,80178.1,0,58
113514.82,0.259,0.684,0.276,74525.89,0,20
83669.54,0.343,0.562,0.328,79993.05,2,51
95171.53,0.254,0.643,0.398,34481.64,0,23
92373.28,0.283,0.621,0.401,49780.83,0,30
147676.4,0.346,0.595,0.461,131491.23,0,18
105228.11,0.258,0.652,0.376,107599.41,0,36
155881.29,0.297,0.635,0.345,53244.33,0,33
150377.31,0.29,0.663,0.342,110857.68,1,50
113307.47,0.333,0.633,0.532,123523.08,2,50
100442.54,0.288,0.662,0.397,61515.54,0,44
84073.95,0.324,0.599,0.452,39724.19,1,42
155368.2,0.313,0.62,0.348,101144.6,0,59
78637.31,0.331,0.651,0.347,25896.63,1,39
77173.89,0.258,0.706,0.469,85873.63,2,29
100905.58,0.322,0.739,0.316,112634.97,0,32
78322.99,0.29,0.591,0.412,62117.32,1,43
76767.62,0.336,0.637,0.431,93195.06,1,28
156350.66,0.333,0.617,0.343,51787.17,0,46
88974.19,0.325,0.602,0.387,51711.76,0,36
81875.84,0.333,0.644,0.353,38935.9,2,44
118858.71,0.28,0.79,0.351,30530.18,2,35
83707.64,0.252,0.56,0.408,25713.06,0,29
117751.55,0.279,0.592,0.321,62274.21,1,26
156286.14,0.344,0.607,0.409,42832.96,0,47
83347.36,0.317,0.676,0.38,32581.17,0,31
78197.18,0.297,0.615,0.39,91767.81,2,46
148839.45,0.33,0.653,0.371,143162.71,0,46
146759.42,0.319,0.585,0.349,104905.75,1,46
107769.79,0.255,0.586,0.442,127596.06,2,34
78924.2,0.27,0.666,0.48,51365.76,1,59
102206.72,0.259,0.593,0.395,59440.39,1,19
129652.99,0.315,0.691,0.277,67826.72,1,29
82352.33,0.267,0.53,0.483,73485.13,0,28
93280.82,0.287,0.604,0.347,71030.69,0,44
81855.79,0.306,0.635,0.344,68276.0,0,51
94661.55,0.306,0.719,0.329,87655.36,1,21
103718.25,0.317,0.643,0.332,106707.58,1,38
125306.87,0.253,0.67,0.386,61768.7,0,23
143721.7,0.277,0.702,0.351,147843.6,1,50
138158.23,0.343,0.706,0.406,87132.86,1,22
145837.56,0.304,0.606,0.392,131561.24,1,58
90676.84,0.309,0.604,0.414,100281.53,0,23
138755.68,0.291,0.668,0.31,137032.68,1,55
152294.22,0.322,0.748,0.344,143142.3,1,18
102258.39,0.263,0.597,0.445,46482.9,2,48
153604.29,0.256,0.667,0.296,32782.41,1,27
134530.29,0.324,0.739,0.337,115841.0,1,52
79533.09,0.305,0.662,0.308,68907.47,2,58
90197.42,0.302,0.677,0.394,90703.24,0,29
145893.27,0.315,0.544,0.363,112492.85,0,59
82278.68,0.28,0.693,0.42,84758.27,1,27
81982.97,0.275,0.624,0.32,65987.97,1,43
146880.98,0.252,0.66,0.272,89929.5,3,45
83713.82,0.275,0.553,0.422,33200.55,1,23
150921.34,0.256,0.694,0.308,72951.46,1,27
82786.84,0.315,0.643,0.212,76338.22,2,22
151255.17,0.278,0.685,0.425,141133.69,0,37
79422.56,0.254,0.678,0.338,33795.53,1,37
78529.21,0.319,0.615,0.467,48977.25,1,60
91610.43,0.292,0.639,0.385,55825.99,1,46
125839.27,0.265,0.711,0.409,56510.0,1,20
138653.41,0.343,0.677,0.398,119284.14,0,28
83886.4,0.342,0.697,0.282,37026.29,1,51
111015.24,0.336,0.598,0.351,123776.25,0,19
82491.27,0.277,0.608,0.268,95542.94,0,44
90176.01,0.298,0.632,0.347,81715.73,0,53
142793.39,0.286,0.684,0.393,112822.64,0,56
107618.4,0.31,0.611,0.351,112484.04,2,60
120365.57,0.342,0.634,0.368,149098.6,0,29
77073.1,0.261,0.624,0.369,81795.09,0,21
130270.22,0.315,0.654,0.387,91438.39,1,48
93300.1,0.285,0.615,0.362,69068.45,2,26
157057.49,0.308,0.675,0.38,40795.72,1,51
80140.21,0.266,0.569,0.407,48679.62,2,33
96996.77,0.276,0.658,0.326,30361.83,1,60
106707.96,0.265,0.594,0.393,74741.19,1,30
149023.19,0.286,0.577,0.393,108101.57,0,54
133221.21,0.333,0.646,0.4,88834.16,1,20
79281.24,0.28,0.623,0.286,89341.08,2,31
143004.68,0.327,0.611,0.322,45792.85,0,55
101121.39,0.287,0.642,0.411,23474.07,0,32
142899.9,0.269,0.61,0.368,105357.18,0,30
81659.99,0.261,0.616,0.391,51088.75,2,18
148907.14,0.298,0.583,0.409,125526.28,0,33
144096.96,0.331,0.528,0.41,158067.52,0,35
102429.88,0.261,0.569,0.338,136078.77,0,59
125504.93,0.329,0.709,0.292,51891.95,0,48
126000.52,0.349,0.735,0.384,36594.09,0,20
79649.58,0.273,0.586,0.378,32307.73,1,56
152123.31,0.302,0.623,0.327,52959.83,2,18
114909.84,0.309,0.69,0.371,32403.98,2,26
76265.64,0.313,0.628,0.29,57424.2,0,43
144229.46,0.337,0.565,0.463,112981.14,0,42
156688.67,0.266,0.717,0.329,120086.42,0,57
77242.53,0.285,0.739,0.329,80737.27,1,53
135818.72,0.316,0.706,0.37,143102.03,4,30
131073.87,0.346,0.567,0.391,130538.29,1,21
81108.91,0.322,0.64,0.39,89502.43,2,29
119618.92,0.252,0.656,0.364,151623.18,0,36
94199.64,0.309,0.735,0.359,19195.68,1,23
146580.78,0.279,0.682,0.383,54302.11,2,42
82629.05,0.34,0.64,0.377,42616.95,0,50
123866.49,0.304,0.605,0.364,124390.94,2,50
82513.59,0.307,0.638,0.301,71273.44,0,51
148737.24,0.276,0.588,0.341,101987.87,0,27
143672.66,0.335,0.668,0.419,64279.15,0,43
150982.14,0.295,0.741,0.404,59627.46,1,51
79791.58,0.257,0.58,0.4,68262.65,1,43
112142.9,0.289,0.654,0.345,119622.58,0,47
95891.44,0.285,0.602,0.398,89552.33,0,32
128523.48,0.316,0.636,0.28,27259.95,2,43
76858.91,0.318,0.588,0.301,89133.36,0,18
78084.15,0.269,0.634,0.366,47745.13,1,49
105080.81,0.32,0.681,0.405,101599.07,2,43
146753.12,0.278,0.653,0.451,44562.99,0,54
146857.97,0.255,0.715,0.404,40379.11,0,54
122933.12,0.257,0.688,0.423,135178.76,1,35
146177.81,0.327,0.553,0.42,53198.55,2,19
102520.38,0.349,0.629,0.428,43816.92,0,60
145957.58,0.336,0.593,0.443,56481.94,1,58
154052.74,0.334,0.739,0.377,93618.89,0,27
94275.96,0.342,0.62,0.444,77638.1,1,59
149163.36,0.263,0.649,0.349,190106.41,0,41
142944.68,0.296,0.569,0.367,106726.87,1,54
117910.58,0.346,0.639,0.449,27248.49,0,47
87751.06,0.328,0.678,0.416,22157.5,1,37
142251.86,0.305,0.69,0.362,73175.16,1,50
83631.71,0.269,0.54,0.308,39518.62,0,32
146660.23,0.254,0.661,0.387,74071.66,0,50
104538.6,0.282,0.67,0.359,66427.04,1,40
155266.53,0.271,0.713,0.351,110358.61,1,43
149743.67,0.31,0.698,0.332,34580.57,1,31
151286.64,0.34,0.562,0.371,103596.99,0,46
100392.18,0.28,0.708,0.344,57580.26,0,29
152104.36,0.331,0.674,0.292,63199.65,0,27
81141.71,0.304,0.667,0.371,72863.17,0,34
84076.05,0.274,0.708,0.41,45552.92,1,36
112242.81,0.301,0.566,0.382,72677.1,0,25
108001.97,0.28,0.599,0.307,88960.0,1,23
152130.45,0.304,0.634,0.424,127429.67,0,47
152296.44,0.323,0.724,0.401,134245.64,1,46
78349.24,0.316,0.618,0.306,42152.72,0,54
145303.07,0.321,0.665,0.451,66263.41,0,24
155131.3,0.279,0.619,0.397,44982.23,0,59
77831.74,0.253,0.717,0.405,67577.39,0,22
99897.51,0.265,0.653,0.363,58187.04,1,21
150384.33,0.309,0.615,0.443,47523.08,0,35
147102.97,0.274,0.609,0.391,53129.59,2,52
78491.24,0.341,0.667,0.436,44817.65,1,43
76092.1,0.329,0.61,0.376,37859.05,0,48
150318.55,0.276,0.657,0.337,41581.88,2,42
151188.28,0.346,0.643,0.356,145388.32,0,22
150708.92,0.286,0.548,0.305,82970.64,2,22
117921.03,0.334,0.68,0.395,40616.16,1,26
144308.27,0.35,0.623,0.308,147245.5,0,49
148369.52,0.325,0.625,0.419,140423.72,1,55
89250.74,0.311,0.694,0.411,113271.44,0,39
101504.04,0.339,0.683,0.403,104422.84,1,39
88584.23,0.29,0.585,0.371,37036.32,1,59
137723.0,0.306,0.58,0.41,38645.01,1,23
156396.99,0.339,0.728,0.401,63816.66,0,56
100094.15,0.259,0.694,0.305,95260.37,0,58
149942.04,0.326,0.679,0.385,44435.91,1,50
154249.41,0.293,0.649,0.391,34372.95,1,24
123507.59,0.304,0.696,0.322,112258.93,0,29
146712.76,0.265,0.611,0.385,175582.91,0,60
76128.69,0.317,0.619,0.362,35079.53,0,47
155910.95,0.346,0.69,0.407,159578.6,0,45
122685.82,0.28,0.67,0.419,78842.31,0,22
150958.19,0.269,0.644,0.387,189070.25,2,18
80800.75,0.269,0.685,0.419,31455.29,0,57
111554.32,0.276,0.617,0.375,51729.22,2,45
151851.94,0.33,0.707,0.372,66112.3,3,44
139534.84,0.287,0.663,0.518,99921.45,2,36
76976.33,0.26,0.67,0.322,16157.94,2,55
87534.98,0.319,0.589,0.366,29164.53,1,34
110626.17,0.3,0.587,0.43,127381.9,0,42
118182.02,0.324,0.572,0.306,129634.43,2,49
83771.02,0.308,0.72,0.406,91624.98,1,39
146939.14,0.344,0.613,0.359,163844.65,0,36
128860.72,0.317,0.723,0.336,159315.8,2,45
76040.07,0.271,0.635,0.294,82168.94,1,37
121115.1,0.257,0.631,0.319,70840.28,0,58
77616.07,0.29,0.573,0.343,59952.64,0,28
148039.8,0.35,0.618,0.373,60650.81,0,23
155087.57,0.253,0.693,0.353,77530.15,0,26
157176.66,0.268,0.632,0.316,141300.95,1,44
96220.37,0.291,0.658,0.375,47755.38,1,57
79340.66,0.292,0.615,0.436,59161.44,1,28
88149.92,0.273,0.64,0.395,23626.49,0,42
111454.19,0.272,0.649,0.311,44968.23,3,27
154438.44,0.295,0.635,0.403,157657.99,1,54
157293.34,0.322,0.629,0.364,163650.05,0,56
147847.47,0.28,0.548,0.336,117390.82,0,40
119159.08,0.259,0.747,0.482,48367.56,0,19
106630.28,0.336,0.663,0.436,74100.93,1,57
135194.76,0.332,0.627,0.375,86393.27,1,53
143184.61,0.25,0.619,0.319,125118.88,1,54
104943.41,0.253,0.689,0.259,35147.76,2,44
150212.63,0.346,0.648,0.389,122785.72,1,28
109722.54,0.283,0.638,0.392,136386.6,0,33
143594.23,0.271,0.71,0.34,117455.22,1,57
143343.06,0.259,0.726,0.444,98480.3,2,58
77729.01,0.262,0.659,0.385,46863.95,0,43
96686.49,0.324,0.71,0.329,115768.24,0,30
116588.95,0.339,0.643,0.301,50338.77,2,24
147734.43,0.257,0.692,0.329,106474.36,0,24
87572.32,0.345,0.678,0.394,41181.95,0,20
127903.38,0.267,0.716,0.376,32807.27,1,45
94568.05,0.302,0.567,0.369,77711.0,0,32
144342.88,0.272,0.646,0.405,43003.63,0,51
117622.82,0.251,0.686,0.329,128137.36,0,58
101589.92,0.329,0.682,0.394,32971.44,0,55
153186.79,0.315,0.629,0.357,121888.79,0,48
81657.22,0.346,0.725,0.388,85620.33,1,19
133857.01,0.32,0.62,0.47,63648.46,3,43
140679.56,0.297,0.625,0.329,50175.59,1,48
95164.83,0.331,0.721,0.344,62662.15,1,44
83821.76,0.302,0.623,0.377,18847.39,1,46
120525.17,0.265,0.667,0.499,79810.07,0,55
95486.82,0.309,0.643,0.432,35953.2,2,38
134013.45,0.281,0.641,0.307,123670.23,1,57
83857.74,0.34,0.696,0.313,100074.73,2,56
151549.98,0.268,0.65,0.357,87774.58,0,55
77772.83,0.26,0.596,0.249,47757.94,3,22
145719.47,0.332,0.639,0.457,94503.83,1,51
135698.09,0.297,0.651,0.396,150279.95,1,32
122505.13,0.302,0.586,0.366,110666.12,0,47
137725.88,0.282,0.728,0.366,159189.96,1,22
131360.92,0.331,0.567,0.354,87057.24,0,25
149898.24,0.348,0.601,0.42,188373.34,2,28
121455.2,0.342,0.61,0.363,104553.76,2,20
81493.16,0.337,0.638,0.371,87593.34,1,59
76756.64,0.339,0.542,0.47,100036.72,0,28
155600.27,0.342,0.643,0.391,106094.62,2,33
110501.74,0.288,0.691,0.343,93422.47,1,49
87085.16,0.28,0.56,0.378,36514.19,2,44
83527.93,0.259,0.614,0.324,22510.5,1,47
