avgMonthlyIncome,incomeCV,expenseRatio,emiRatio,avgMonthlyBalance,bounceCount,accountAgeMonths,RuleBasedCreditScore
153094.68,0.13,0.451,0.503,169012.7,0,58,639
227966.17,0.155,0.487,0.49,208526.97,0,115,676
243859.2,0.103,0.436,0.463,159770.07,0,73,685
149715.7,0.185,0.428,0.544,170479.81,0,79,672
314122.09,0.18,0.416,0.489,88295.11,0,81,732
232391.87,0.153,0.492,0.474,130993.85,0,73,660
202017.51,0.129,0.429,0.455,83640.25,0,101,720
353468.1,0.13,0.425,0.456,279841.91,0,48,645
185167.6,0.2,0.428,0.501,191534.36,0,110,583
299273.71,0.183,0.523,0.494,273331.55,0,70,704
272172.75,0.105,0.428,0.465,243874.1,0,113,643
250424.19,0.104,0.325,0.4,138302.85,0,110,773
359176.02,0.167,0.333,0.478,422351.28,0,51,710
258016.07,0.198,0.552,0.466,271059.37,0,62,714
157461.0,0.197,0.437,0.523,106531.85,0,63,622
340330.48,0.199,0.448,0.446,129508.02,0,115,680
203895.66,0.114,0.427,0.446,155453.12,0,84,676
292438.32,0.154,0.532,0.512,221454.63,0,48,664
360372.77,0.128,0.384,0.506,172970.82,0,72,655
240561.47,0.105,0.414,0.429,275502.84,0,112,650
149349.57,0.115,0.489,0.486,82271.77,0,85,639
236821.81,0.14,0.395,0.482,101661.28,0,72,730
153460.13,0.146,0.446,0.46,128955.02,0,82,609
151475.94,0.175,0.491,0.445,99827.65,0,64,698
200605.49,0.152,0.428,0.463,191381.91,0,103,730
359648.02,0.147,0.389,0.483,285778.49,0,69,710
307644.13,0.156,0.446,0.565,93146.22,0,50,603
198630.79,0.188,0.36,0.559,94157.72,0,61,634
182222.5,0.187,0.419,0.526,211075.79,0,75,660
251267.93,0.183,0.447,0.517,197714.0,1,114,661
212101.97,0.118,0.434,0.479,135520.22,0,77,697
226239.42,0.196,0.423,0.459,221868.27,0,68,765
335297.73,0.137,0.382,0.5,380956.32,0,49,677
301724.02,0.187,0.424,0.531,184668.56,0,73,656
202162.87,0.149,0.404,0.461,169346.89,0,54,623
351997.68,0.192,0.472,0.452,123991.31,0,51,704
293425.13,0.153,0.449,0.443,336359.74,0,57,674
213487.42,0.115,0.418,0.516,122846.99,0,116,647
354048.65,0.167,0.4,0.512,119505.39,0,63,635
172209.1,0.165,0.426,0.563,159167.99,0,73,653
356265.01,0.116,0.462,0.457,85971.48,0,67,641
164318.94,0.138,0.406,0.445,196531.73,0,63,687
215796.94,0.132,0.4,0.538,231937.77,0,105,670
173258.63,0.121,0.432,0.499,164763.01,0,115,647
166427.57,0.113,0.511,0.462,41229.8,0,56,649
252563.09,0.119,0.586,0.392,114862.26,0,119,756
155400.65,0.109,0.407,0.476,88642.55,0,78,690
281311.47,0.158,0.502,0.561,180605.75,0,92,684
353231.93,0.147,0.475,0.364,207087.02,0,88,782
284759.16,0.105,0.494,0.344,294580.87,0,52,770
353789.4,0.186,0.438,0.396,331197.32,0,85,800
161787.38,0.124,0.377,0.492,126197.23,0,109,664
303089.57,0.164,0.443,0.464,348697.36,1,94,573
265118.82,0.166,0.424,0.484,289416.7,0,85,613
157195.85,0.192,0.47,0.518,169180.58,0,70,591
192110.16,0.102,0.45,0.452,89482.82,0,88,687
341124.36,0.135,0.432,0.445,427408.94,0,108,682
191646.65,0.16,0.414,0.461,210620.14,0,118,643
203419.43,0.199,0.431,0.54,136878.46,0,61,725
341362.77,0.157,0.415,0.548,307381.83,0,59,642
181152.75,0.122,0.454,0.535,41296.79,1,114,576
153170.78,0.193,0.457,0.442,147339.15,0,61,700
270553.46,0.103,0.499,0.448,148433.53,0,75,654
200193.77,0.13,0.412,0.415,150539.37,0,91,737
185582.79,0.152,0.482,0.572,162522.62,0,78,615
342647.37,0.123,0.4,0.487,393516.55,0,56,731
168974.02,0.149,0.386,0.372,121336.95,0,77,806
176600.2,0.166,0.538,0.44,56956.31,0,92,642
213615.15,0.171,0.356,0.43,39236.63,0,84,654
337641.95,0.123,0.454,0.465,202752.97,0,110,650
233899.86,0.152,0.503,0.382,262999.84,1,52,687
339297.62,0.133,0.484,0.438,261948.75,0,49,637
215007.84,0.147,0.458,0.441,115460.95,0,104,647
259361.44,0.166,0.475,0.48,123373.8,0,64,638
336253.33,0.176,0.444,0.475,268053.81,0,107,728
339986.38,0.107,0.457,0.422,173722.57,0,87,600
165786.43,0.103,0.491,0.473,100440.32,0,68,688
351515.02,0.143,0.455,0.548,365642.95,0,100,668
335443.64,0.111,0.509,0.492,314493.64,0,55,653
237104.02,0.166,0.462,0.455,84625.08,0,94,621
352189.51,0.151,0.463,0.524,108429.43,0,73,649
236701.59,0.186,0.524,0.58,55129.85,1,90,576
155836.76,0.116,0.406,0.428,113521.19,0,66,708
284985.95,0.113,0.523,0.438,332968.62,0,106,675
293246.35,0.133,0.364,0.429,166365.38,0,82,682
365942.0,0.187,0.421,0.456,227571.53,0,51,656
299131.15,0.182,0.481,0.39,186957.77,0,82,756
365751.44,0.131,0.425,0.455,236225.33,0,119,721
152848.52,0.166,0.452,0.437,84482.1,0,113,642
333950.83,0.16,0.506,0.546,227223.49,0,115,639
321739.21,0.102,0.453,0.474,356884.47,0,92,745
147077.75,0.188,0.468,0.529,40575.15,0,56,552
232119.18,0.125,0.441,0.461,148849.6,0,111,710
207313.88,0.156,0.446,0.438,233781.28,0,120,670
202264.04,0.171,0.467,0.393,96742.17,0,98,745
259440.26,0.167,0.49,0.459,226036.93,0,104,687
245792.59,0.145,0.468,0.482,153960.61,0,71,700
186021.42,0.188,0.351,0.494,227922.95,0,114,694
329582.45,0.103,0.391,0.427,288181.53,0,84,677
168432.16,0.169,0.473,0.465,35646.44,0,55,664
143238.49,0.195,0.354,0.485,129033.91,0,84,642
188645.77,0.145,0.435,0.456,50305.54,0,108,679
339003.03,0.177,0.503,0.443,359115.34,0,58,642
198867.74,0.163,0.53,0.545,156304.52,0,112,672
339519.28,0.114,0.49,0.469,129036.76,0,93,721
358895.23,0.147,0.575,0.491,179658.56,0,99,744
350226.63,0.134,0.426,0.505,378480.65,0,112,715
233632.18,0.151,0.421,0.494,76968.7,0,83,721
314488.29,0.17,0.388,0.449,93574.11,0,101,677
204388.74,0.109,0.396,0.478,71072.01,0,48,678
156513.8,0.164,0.457,0.522,185121.99,0,114,653
353613.4,0.143,0.373,0.515,138757.05,0,91,630
190601.06,0.114,0.435,0.558,82994.52,0,116,669
341026.26,0.137,0.429,0.446,231856.12,0,119,662
171927.38,0.159,0.418,0.471,115576.51,0,109,629
176504.64,0.138,0.538,0.44,135536.61,0,99,678
151528.68,0.123,0.39,0.526,99280.69,0,115,570
225925.08,0.112,0.411,0.464,235370.38,0,83,720
327037.27,0.181,0.461,0.476,277144.43,0,103,613
201966.38,0.154,0.395,0.456,187437.28,0,64,667
245836.98,0.118,0.454,0.477,237792.64,0,104,676
177026.48,0.199,0.496,0.488,121462.71,0,88,653
324510.5,0.147,0.482,0.46,118764.63,0,107,718
155428.08,0.167,0.493,0.573,108038.27,0,62,719
150761.17,0.185,0.475,0.448,42663.26,0,72,606
260921.59,0.139,0.489,0.442,66919.3,0,104,715
282473.87,0.143,0.44,0.436,184415.93,1,51,640
242104.14,0.176,0.402,0.478,263222.42,0,66,735
185411.41,0.136,0.445,0.462,51784.01,0,67,645
228347.43,0.154,0.437,0.496,76854.73,0,62,634
350541.75,0.132,0.508,0.543,144801.37,0,100,601
249327.36,0.199,0.428,0.412,93030.5,0,56,612
205074.74,0.144,0.455,0.419,202395.48,0,102,731
232669.17,0.196,0.447,0.464,60642.2,0,82,676
263981.39,0.125,0.518,0.533,168135.88,0,91,634
250592.79,0.102,0.464,0.484,185582.57,1,77,608
343284.32,0.163,0.432,0.478,368269.41,0,82,694
237547.29,0.113,0.486,0.427,232469.15,0,91,687
238099.25,0.176,0.473,0.495,195949.8,0,120,743
236373.26,0.114,0.495,0.46,69961.71,0,111,672
281942.21,0.126,0.468,0.508,107107.4,0,81,640
161272.36,0.189,0.514,0.503,32162.02,0,92,717
357497.02,0.103,0.491,0.485,395482.85,0,70,711
357177.49,0.19,0.497,0.421,273995.28,0,49,709
156330.6,0.136,0.487,0.485,73323.39,1,72,613
317159.64,0.191,0.448,0.532,344531.17,0,71,659
240623.87,0.158,0.371,0.463,226616.99,0,92,689
310766.11,0.16,0.434,0.512,200502.35,0,105,575
242918.64,0.166,0.351,0.415,65096.1,0,90,669
148622.3,0.129,0.45,0.409,46544.13,0,101,579
315303.88,0.168,0.58,0.472,233688.81,0,72,638
143766.55,0.192,0.379,0.426,41142.02,0,88,597
235543.27,0.158,0.359,0.506,108325.58,0,67,635
360666.53,0.163,0.431,0.523,226153.92,0,118,732
241419.5,0.143,0.455,0.505,174747.54,0,70,650
144103.98,0.11,0.461,0.522,169265.9,0,66,594
145016.43,0.198,0.426,0.498,162313.92,0,60,576
329163.53,0.188,0.516,0.473,84084.7,0,71,636
295803.6,0.148,0.46,0.528,222398.62,0,115,665
321544.9,0.108,0.495,0.439,193187.43,0,63,728
153682.1,0.17,0.478,0.463,89779.15,1,82,613
303342.33,0.121,0.504,0.563,128359.43,0,89,607
195546.93,0.184,0.468,0.563,39684.49,0,70,609
341309.3,0.137,0.464,0.573,244755.64,0,87,712
333189.97,0.18,0.353,0.454,261356.47,0,52,696
259688.55,0.189,0.431,0.479,73332.71,0,85,725
256830.27,0.19,0.41,0.568,294099.34,0,87,726
197298.48,0.193,0.425,0.519,240559.51,0,100,687
289213.42,0.147,0.519,0.487,346400.66,0,62,675
170970.97,0.18,0.505,0.439,176339.51,1,52,579
329061.87,0.193,0.467,0.442,163953.96,1,71,615
256020.73,0.163,0.519,0.495,107831.18,0,75,654
366025.5,0.152,0.409,0.381,392522.49,0,81,706
144320.15,0.126,0.434,0.52,112122.97,0,104,601
334291.93,0.176,0.446,0.479,174145.16,0,99,702
354360.16,0.152,0.425,0.485,253525.47,0,84,682
289518.24,0.172,0.42,0.522,216382.53,0,110,659
148242.28,0.16,0.444,0.482,134096.85,0,118,638
200151.13,0.155,0.496,0.422,75112.49,0,61,645
207750.5,0.19,0.442,0.516,121521.67,0,70,632
363337.41,0.164,0.444,0.495,229370.14,0,64,631
203002.15,0.163,0.538,0.471,168418.13,0,50,691
272244.73,0.11,0.392,0.418,151599.9,0,67,650
171601.77,0.173,0.407,0.418,128583.73,0,57,715
177205.3,0.187,0.43,0.493,147338.65,0,100,721
327749.63,0.145,0.493,0.561,253701.01,0,59,584
309570.06,0.188,0.428,0.515,90177.67,1,76,550
182089.4,0.192,0.444,0.358,44138.82,0,101,707
210891.35,0.122,0.451,0.467,228342.93,0,107,691
169219.29,0.165,0.448,0.461,183707.25,0,99,718
152832.01,0.195,0.479,0.485,161293.0,0,50,651
214541.22,0.142,0.416,0.533,224195.2,0,69,700
360052.69,0.193,0.475,0.495,295715.56,1,77,618
163240.87,0.122,0.527,0.43,148782.56,0,79,677
343459.3,0.19,0.43,0.489,159289.35,0,72,651
179227.17,0.179,0.471,0.472,39566.91,0,96,677
340728.54,0.135,0.464,0.464,397176.87,0,117,654
331366.05,0.168,0.407,0.427,226773.05,1,112,659
211140.75,0.131,0.407,0.495,257556.43,0,85,709
367255.07,0.151,0.511,0.402,403089.33,0,79,698
334718.8,0.122,0.369,0.52,270858.49,0,101,703
365574.48,0.102,0.405,0.461,293611.43,0,102,686
232656.42,0.145,0.499,0.473,200897.6,0,71,686
345936.84,0.109,0.482,0.45,286402.23,0,77,653
251575.92,0.13,0.386,0.454,258272.31,0,112,683
317494.7,0.149,0.405,0.49,198837.69,0,95,637
291340.81,0.161,0.523,0.522,356956.71,1,114,682
366640.7,0.137,0.405,0.525,214876.68,1,84,654
236235.2,0.139,0.408,0.496,216164.82,0,50,721
209134.95,0.187,0.354,0.481,128505.28,1,114,638
203039.49,0.199,0.505,0.495,109622.9,0,118,753
220455.08,0.134,0.527,0.488,220602.83,0,62,579
363242.16,0.122,0.484,0.413,163706.7,0,68,707
360520.65,0.118,0.401,0.446,366209.34,0,111,726
155815.71,0.154,0.499,0.484,185384.73,1,91,628
155624.72,0.157,0.372,0.45,40948.55,1,116,656
355448.6,0.122,0.406,0.502,231687.62,0,113,700
281229.04,0.108,0.369,0.477,109483.08,1,117,657
193076.45,0.199,0.42,0.498,165414.14,0,80,593
356100.1,0.193,0.464,0.483,370230.06,0,117,688
272977.26,0.112,0.347,0.495,125756.93,1,61,606
146952.9,0.197,0.451,0.413,104619.03,0,79,594
283766.34,0.186,0.493,0.513,225246.35,0,108,677
158199.11,0.184,0.43,0.598,145247.78,0,49,688
362742.61,0.187,0.354,0.395,389014.73,0,51,708
316568.14,0.181,0.441,0.432,87316.7,0,57,686
360426.85,0.173,0.546,0.452,164338.56,0,87,644
229857.92,0.198,0.442,0.478,214694.85,0,114,720
276561.19,0.2,0.43,0.57,88622.61,0,119,576
166295.61,0.188,0.471,0.477,94281.28,0,119,704
288502.98,0.112,0.564,0.436,248944.48,0,62,713
162099.49,0.161,0.441,0.478,88413.71,0,59,616
145002.11,0.171,0.443,0.55,58904.03,0,118,566
210327.08,0.198,0.491,0.539,50887.02,0,87,648
299521.39,0.123,0.467,0.47,98110.38,0,97,694
361124.63,0.131,0.409,0.485,234225.34,0,95,772
256958.26,0.102,0.492,0.5,82147.85,0,97,658
215857.28,0.18,0.467,0.504,135032.08,0,119,684
263735.01,0.184,0.383,0.368,312994.15,1,88,726
284219.92,0.17,0.479,0.369,239389.93,0,61,793
349598.39,0.129,0.437,0.468,342587.91,0,109,686
155623.05,0.155,0.454,0.513,77411.4,0,108,611
244089.57,0.166,0.492,0.498,71622.27,0,113,677
159309.06,0.144,0.521,0.476,195888.33,0,120,686
263085.41,0.135,0.444,0.465,163732.94,0,92,638
219341.07,0.159,0.466,0.488,76255.29,0,87,622
160720.33,0.169,0.403,0.49,132491.4,0,120,713
359296.83,0.173,0.443,0.474,398387.67,0,111,745
151962.6,0.162,0.414,0.474,110756.54,0,107,667
227037.8,0.112,0.403,0.422,124930.85,0,93,671
364046.85,0.186,0.537,0.467,145635.66,0,93,641
195631.98,0.192,0.421,0.568,113764.44,1,70,573
237602.1,0.125,0.519,0.448,139798.4,0,64,671
168881.39,0.139,0.417,0.526,171459.73,0,71,691
275713.03,0.159,0.495,0.528,228295.31,1,111,618
267697.91,0.178,0.567,0.425,116645.62,0,53,667
340708.02,0.147,0.429,0.46,102609.39,0,71,629
360745.66,0.189,0.451,0.509,312654.92,0,77,612
284092.16,0.184,0.472,0.42,139332.2,0,51,712
158064.31,0.172,0.493,0.46,99863.47,0,105,677
213551.19,0.14,0.505,0.423,219717.92,0,110,688
144067.69,0.157,0.414,0.474,151420.69,0,71,653
338293.9,0.155,0.452,0.475,261776.34,0,61,777
287295.18,0.118,0.401,0.429,218623.84,2,116,541
261407.94,0.164,0.436,0.546,193040.98,0,93,611
251992.73,0.107,0.449,0.428,73823.46,0,79,646
256981.3,0.112,0.449,0.444,209741.76,0,107,661
263171.47,0.128,0.41,0.457,257095.41,1,48,574
175457.04,0.154,0.482,0.434,40418.16,0,71,625
259425.73,0.2,0.49,0.469,152748.43,0,109,612
220514.97,0.19,0.556,0.505,226542.1,0,82,604
303307.9,0.187,0.406,0.355,110427.97,0,102,775
268759.03,0.1,0.492,0.516,57919.74,0,89,724
151043.45,0.1,0.441,0.522,42159.88,0,93,682
212150.83,0.118,0.473,0.503,122177.71,0,78,670
365298.73,0.17,0.39,0.478,128901.66,0,95,709
247608.69,0.189,0.508,0.513,127332.46,0,64,611
270086.7,0.187,0.5,0.438,52569.95,0,94,703
351445.41,0.165,0.485,0.593,117315.98,0,98,583
249700.15,0.108,0.439,0.394,91820.53,1,115,695
274400.35,0.196,0.541,0.481,309080.02,0,71,630
191403.18,0.116,0.396,0.521,122974.57,0,68,635
349438.24,0.104,0.384,0.453,265187.6,0,119,677
190647.5,0.181,0.486,0.481,193047.5,0,94,718
317765.32,0.167,0.482,0.415,376268.71,1,95,633
358849.83,0.17,0.501,0.472,221869.31,0,75,684
290763.46,0.113,0.372,0.436,76900.64,0,99,663
212712.62,0.136,0.349,0.495,46484.05,1,112,595
366731.54,0.106,0.443,0.444,261060.46,0,79,613
321574.0,0.14,0.439,0.37,383617.36,0,84,799
233169.02,0.105,0.378,0.454,271588.75,0,56,633
213933.11,0.177,0.468,0.494,184218.26,0,85,704
333372.21,0.195,0.441,0.496,399760.39,0,48,630
347978.0,0.187,0.504,0.542,95823.22,0,90,721
344441.61,0.128,0.483,0.549,106744.68,2,58,542
300920.24,0.182,0.405,0.48,158252.1,0,107,757
194230.9,0.125,0.493,0.448,135106.89,1,113,635
345208.83,0.19,0.459,0.485,224098.37,0,53,608
318383.37,0.151,0.433,0.46,248963.9,0,77,685
159029.39,0.196,0.413,0.619,99185.7,0,72,644
361525.68,0.146,0.482,0.543,341725.22,0,76,716
144999.9,0.123,0.403,0.469,164592.01,0,117,606
210235.38,0.161,0.417,0.49,199791.69,0,117,671
221158.93,0.144,0.426,0.447,200860.24,1,57,647
219184.87,0.183,0.486,0.446,112045.62,0,80,671
190905.04,0.169,0.411,0.537,60636.4,0,50,670
170034.22,0.109,0.499,0.456,106667.16,0,116,648
246810.07,0.129,0.485,0.423,172830.67,0,93,683
214197.28,0.176,0.429,0.491,148924.28,0,84,663
160084.3,0.151,0.482,0.461,72600.03,0,114,696
221345.59,0.165,0.382,0.507,234745.97,0,75,599
154271.5,0.129,0.416,0.427,58550.37,0,54,715
184209.02,0.119,0.462,0.46,41334.84,1,101,593
294562.66,0.123,0.446,0.574,270365.74,0,65,645
150078.3,0.128,0.434,0.537,70404.28,0,95,614
351468.02,0.155,0.397,0.482,109668.09,0,53,684
198069.11,0.186,0.331,0.412,154782.42,0,86,666
333126.3,0.131,0.438,0.541,216337.25,1,88,578
188345.04,0.166,0.449,0.487,90149.89,0,100,725
354770.06,0.101,0.479,0.44,96505.13,0,102,694
339498.41,0.12,0.488,0.531,199612.58,0,107,629
197265.29,0.172,0.39,0.509,173555.53,0,59,632
227011.58,0.197,0.382,0.473,300543.34,0,103,618
360070.37,0.194,0.431,0.453,343679.3,0,65,653
152005.16,0.137,0.496,0.51,132611.25,0,49,600
288415.56,0.123,0.479,0.498,212898.66,0,118,708
355215.54,0.149,0.465,0.452,102473.49,0,78,760
149919.12,0.185,0.45,0.514,42548.98,0,80,564
239254.41,0.131,0.466,0.519,236534.97,0,109,628
330516.58,0.127,0.405,0.497,237217.9,0,48,670
250707.61,0.1,0.426,0.398,239623.06,0,64,781
258959.45,0.15,0.437,0.569,228886.3,0,99,600
167060.12,0.196,0.407,0.51,77148.8,0,94,600
327170.74,0.124,0.516,0.462,397493.7,0,117,711
235535.52,0.149,0.518,0.512,231242.31,0,86,545
183578.89,0.179,0.507,0.386,187308.31,1,70,650
214889.29,0.199,0.508,0.426,116561.48,0,119,655
356405.12,0.114,0.426,0.457,287388.0,0,88,735
322201.84,0.153,0.449,0.452,381686.42,0,62,739
152503.63,0.188,0.447,0.476,107480.67,0,85,685
219272.0,0.197,0.497,0.506,209230.68,0,120,686
259604.86,0.144,0.421,0.461,116400.43,0,56,689
150543.18,0.153,0.433,0.384,168949.36,0,95,802
181890.8,0.11,0.553,0.46,130172.26,1,96,664
322479.29,0.167,0.403,0.453,159590.45,0,100,711
356141.68,0.182,0.418,0.47,233815.8,0,84,731
349803.43,0.165,0.439,0.424,210123.78,0,55,691
281141.33,0.129,0.429,0.426,315490.91,0,51,683
261711.61,0.165,0.41,0.475,287918.55,1,67,605
255976.63,0.153,0.458,0.401,158409.6,0,103,682
364475.31,0.148,0.457,0.514,373631.5,0,95,713
201663.89,0.161,0.467,0.416,214448.28,0,70,692
160064.26,0.152,0.468,0.466,159199.11,1,80,593
349983.52,0.151,0.434,0.403,331209.12,0,79,671
216371.29,0.154,0.398,0.498,96800.62,0,50,696
363539.65,0.145,0.423,0.438,368299.59,0,52,621
361796.69,0.183,0.434,0.431,169633.86,0,79,632
276359.13,0.128,0.495,0.49,296184.09,0,114,672
329719.21,0.199,0.36,0.451,345919.86,0,91,704
289039.73,0.193,0.39,0.49,226769.57,0,119,713
153119.34,0.105,0.464,0.526,64013.64,0,97,709
357747.6,0.123,0.391,0.47,131909.7,0,95,697
360827.33,0.163,0.528,0.492,202410.76,1,119,592
309598.46,0.128,0.368,0.405,223533.1,0,112,697
350496.35,0.105,0.443,0.548,338455.2,0,52,640
355483.72,0.163,0.432,0.412,323333.8,0,49,660
337020.12,0.136,0.446,0.51,230003.19,0,56,676
260176.51,0.165,0.483,0.483,123596.53,0,117,762
243452.08,0.126,0.469,0.402,90242.17,0,108,667
188674.4,0.156,0.403,0.545,149514.14,0,83,657
198250.81,0.114,0.426,0.382,76231.97,0,77,731
185313.19,0.165,0.465,0.462,206268.54,0,82,616
169328.77,0.15,0.503,0.453,127809.59,0,61,653
188781.12,0.162,0.495,0.443,43652.5,0,78,693
190739.34,0.181,0.483,0.545,152919.76,0,111,625
284761.55,0.18,0.478,0.502,68676.68,0,115,672
147176.91,0.154,0.441,0.486,40471.26,0,73,578
234496.29,0.186,0.434,0.445,250690.17,0,62,658
240637.31,0.122,0.446,0.464,180021.64,0,94,748
173244.86,0.146,0.458,0.392,118664.96,1,97,745
346771.31,0.134,0.455,0.456,377322.21,0,53,681
148685.74,0.167,0.444,0.481,143149.36,0,67,613
233916.41,0.186,0.44,0.473,105045.31,1,61,609
188166.71,0.173,0.361,0.523,145731.11,0,97,689
317575.18,0.112,0.5,0.522,122801.64,0,93,667
283884.51,0.117,0.452,0.517,293673.29,0,51,680
310634.2,0.16,0.477,0.489,125933.05,0,102,717
170444.93,0.134,0.425,0.498,71358.3,0,95,685
237963.06,0.111,0.458,0.59,141774.11,0,83,625
276951.39,0.161,0.498,0.501,162108.57,0,78,618
153485.15,0.139,0.469,0.521,103438.97,0,92,586
201942.08,0.142,0.478,0.482,56370.25,0,90,629
162705.91,0.145,0.412,0.518,107427.64,0,117,617
334161.44,0.18,0.434,0.434,174227.08,1,105,585
333402.77,0.19,0.443,0.551,362447.75,0,59,577
335819.33,0.121,0.438,0.426,160307.14,0,59,658
283291.69,0.168,0.347,0.401,221435.16,0,66,675
245342.69,0.12,0.462,0.455,163551.61,0,88,660
287364.06,0.139,0.467,0.55,277739.08,0,77,695
325647.34,0.183,0.449,0.463,422477.16,0,92,661
227104.38,0.167,0.526,0.567,169997.79,0,106,652
344757.99,0.138,0.414,0.484,94481.05,0,56,591
232220.45,0.15,0.44,0.448,216852.04,0,107,685
258336.31,0.106,0.436,0.486,305349.41,0,86,707
367290.75,0.2,0.386,0.508,122748.73,0,66,620
266686.3,0.189,0.369,0.548,233376.78,0,52,615
281529.12,0.141,0.502,0.416,269639.68,0,115,671
336016.61,0.109,0.521,0.394,78690.81,0,85,758
186565.87,0.199,0.394,0.474,90563.73,0,65,668
363370.24,0.103,0.439,0.454,297293.09,0,81,641
259023.95,0.139,0.466,0.527,147830.47,0,96,669
297173.81,0.147,0.439,0.517,63144.52,0,115,606
242005.96,0.175,0.465,0.456,78626.54,0,95,598
178325.19,0.119,0.51,0.467,63401.32,0,114,660
355411.61,0.149,0.418,0.519,86333.31,1,79,597
244729.97,0.131,0.5,0.464,224231.22,0,104,712
278207.34,0.141,0.476,0.53,281199.49,0,71,676
269853.71,0.15,0.478,0.515,289461.66,0,106,661
197929.52,0.165,0.483,0.494,197350.56,0,93,684
253445.37,0.178,0.528,0.47,136080.13,0,120,632
229879.03,0.193,0.451,0.525,69527.74,0,71,661
239121.82,0.162,0.479,0.515,249236.79,0,49,679
209234.25,0.146,0.471,0.469,129247.09,0,91,719
267297.79,0.109,0.474,0.565,140263.78,0,71,703
296405.42,0.177,0.527,0.472,128352.39,0,75,694
338797.3,0.18,0.432,0.429,263475.98,0,89,663
323315.12,0.18,0.519,0.461,106697.88,0,81,639
347811.87,0.152,0.471,0.509,172481.16,0,75,638
362293.06,0.157,0.427,0.573,91348.2,0,85,693
338343.55,0.151,0.467,0.395,151998.77,0,105,763
189813.26,0.181,0.539,0.459,194721.17,0,73,698
193093.92,0.189,0.439,0.483,151891.63,0,84,650
354866.48,0.121,0.436,0.429,374336.23,0,71,732
272783.22,0.134,0.376,0.494,178464.08,0,108,710
263228.5,0.117,0.496,0.417,290666.33,0,73,693
250885.63,0.141,0.426,0.454,206407.2,0,119,770
264596.36,0.138,0.46,0.454,258078.55,0,102,622
362314.3,0.167,0.407,0.444,400843.22,0,117,655
143387.93,0.198,0.467,0.519,145539.43,0,52,552
243697.84,0.195,0.484,0.467,206087.4,0,117,717
356478.39,0.128,0.461,0.525,190878.33,0,74,626
207116.76,0.133,0.382,0.49,161266.5,0,108,644
335433.96,0.188,0.433,0.444,205613.82,0,78,678
263036.28,0.138,0.415,0.513,75405.97,0,79,705
357573.26,0.192,0.508,0.612,160874.97,0,83,658
252333.02,0.158,0.511,0.483,248271.31,0,110,703
287821.87,0.153,0.333,0.401,167960.93,0,70,651
226280.87,0.123,0.496,0.516,291039.48,1,68,533
153009.23,0.141,0.409,0.498,33612.4,0,105,673
338168.15,0.138,0.409,0.412,195711.73,0,112,653
288579.47,0.173,0.456,0.486,257514.3,0,115,654
207034.38,0.101,0.482,0.39,174793.38,0,64,755
351128.71,0.19,0.499,0.534,279069.79,0,72,681
331682.98,0.147,0.513,0.48,138753.2,0,48,677
250914.67,0.184,0.473,0.542,225213.81,0,106,697
359040.62,0.175,0.444,0.556,268574.76,0,94,578
250126.73,0.189,0.374,0.427,182697.95,0,56,666
332581.49,0.13,0.39,0.485,121630.91,0,93,769
275577.36,0.103,0.5,0.398,140120.76,0,108,788
325683.91,0.168,0.476,0.464,318806.04,0,100,667
352581.55,0.164,0.473,0.461,217376.56,0,53,638
144233.58,0.164,0.371,0.45,176147.8,0,81,606
182744.05,0.189,0.519,0.477,118858.94,0,59,682
153854.62,0.183,0.372,0.458,103697.46,0,115,702
355517.66,0.188,0.382,0.463,348147.83,0,55,687
345945.53,0.116,0.444,0.441,215569.39,0,91,652
174409.55,0.166,0.612,0.444,44718.19,0,63,616
334592.7,0.121,0.443,0.371,204231.44,0,48,763
179509.54,0.119,0.458,0.471,68404.78,1,100,605
358690.37,0.123,0.505,0.406,184920.59,0,111,676
148821.25,0.16,0.491,0.495,159216.62,0,55,625
358874.81,0.198,0.407,0.486,204798.28,0,77,619
156376.77,0.123,0.415,0.526,77291.41,0,101,624
184995.74,0.114,0.439,0.493,57745.38,0,103,668
211976.79,0.152,0.469,0.418,225527.91,0,50,692
259153.79,0.113,0.43,0.49,297941.93,0,115,682
206215.3,0.155,0.408,0.476,45022.23,0,52,613
231259.04,0.189,0.346,0.435,281185.66,0,80,704
209789.83,0.153,0.468,0.375,200489.16,0,108,797
156400.0,0.157,0.502,0.56,60202.61,0,73,659
153314.42,0.115,0.439,0.599,89509.75,0,103,589
209144.52,0.109,0.442,0.498,249517.02,0,68,677
276082.06,0.109,0.429,0.466,281446.6,0,96,727
226958.9,0.19,0.413,0.507,248340.94,0,67,634
338456.65,0.111,0.432,0.504,206808.28,0,105,676
240224.83,0.144,0.382,0.514,58608.36,0,84,700
148128.07,0.108,0.495,0.471,122830.46,0,93,643
228816.04,0.137,0.55,0.496,215117.19,0,78,727
257031.37,0.154,0.561,0.472,48343.47,1,61,601
204592.02,0.116,0.415,0.442,150038.0,0,52,641
150234.08,0.15,0.418,0.452,157109.03,0,107,662
241989.32,0.172,0.538,0.446,74485.95,0,83,625
216517.03,0.109,0.363,0.531,63285.49,0,88,633
159948.32,0.149,0.361,0.438,179402.77,0,108,710
281152.32,0.152,0.399,0.42,334535.04,0,91,676
191732.29,0.102,0.443,0.435,220958.39,0,106,726
269840.31,0.137,0.501,0.457,215158.16,0,87,633
